RANDOM FOREST
DataTrain length:  3428
DataTest length:  988
Accuracy:  0.97975708502

Report:

             precision    recall  f1-score   support

        pos       0.96      0.97      0.96       163
        neg       1.00      0.97      0.98       316
        neu       0.98      0.99      0.98       509

avg / total       0.98      0.98      0.98       988


Confusion Matrix:

[[158   0   5]
936 - apple give me my apps back  ->  neg
937 - is it just me or is ios faster for the ipad apple  ->  pos
938 - where is my iphone apple  ->  neg
939 - can t wait for spotify and apple to integrate with siri  ->  neu
940 - apple please put the tab button back in pages for ipad that hold my finger down wait for the insert tab then touch that for the tab smh  ->  neu
941 - rt scottdugas warning if iphone apps spontaneously loose data it might not be the app s fault http t co sesvwwm ios downgrade  ->  neg
942 - apple why do you have such a beef with windows cantwealljustgetalong  ->  neu
943 - jackiestone yes tech peeps talk so much about algorithms but tech should always tie back to people apple proves this imediasummit  ->  neu
944 - rt mymelange wall to wall people security and a huge line outside just to get in the apple store http t co i khkgjm  ->  neu
945 - apple so i went to the th ave store and was told i could wait about hours to get a s needless to say i m back at the hotel relaxing  ->  neg
946 - do wish hudl would come up with a native apple mac version of their video editor especially with hd video but love everything hudl  ->  neu
947 - blackberry vs apple iphone  ->  neu
948 - rt herahussain rickysinghpt got a new backside for my eye phone v impressed with apple  ->  pos
949 - apple please provide support for a bangla keyboard in ios it would make the life of many bengali ios users easier iphone  ->  neu
950 - thank you apple ios for email pop up on the lock screen and opening it when unlocking  ->  pos
951 - issues with updating itunes on my windows pc they really are not compatible sent more time talking to apple care than using it  ->  neg
952 - interesting apple now requires you to have a reservation apple iphone s http t co zzk ftii  ->  neg
953 - ugh apple youre reservation page for the iphone is not working  ->  neg
954 - attending mobilemem listening to james kelley from apple  ->  neu
955 - i love apple i love my phone but ever since this damn update my texts keep saying they re full when there are none that s a problem  ->  neu
956 - apple in austin domain location umbrellas are nice but being staffed properly would be better  ->  neu
957 - apple just now seeing none of my microsoft office programs work anymore after lion upgrade why  ->  neg
958 - paulbentleymelb apple i think they call that profit making genius  ->  neu
959 - apple http t co awaswv u  ->  neu
960 - iphone s setup siri for your tweets http t co fz oij apple apple iphone siri  ->  neu
961 - any chance apple will release good headphones that dont blast music outside the ears iphone ipod its quite obnoxious  ->  neg
962 - apple ios on iphone causes camera apperature dilation problems freeze  ->  neg
963 - dear apple my new air is now a notbook since your update killed wifi bug destroying productivity  ->  neg
964 - california governor jerrybrown declares today stevejobsday in his state music video tribute http t co mnr hix mashable cnet apple  ->  neu
965 - apple why don t you have a wireless remote for keynote presentations w a macbook air nobody wants to see the pith man navigate w a iphone  ->  neu
966 - rjpittman why you won t use your apple account  ->  neu
967 - now with siri were talking to our iphones how will we ever know if people are really truly crazy p iphone s siri apple apple  ->  neu
968 - terrible customer service at los gatos apple why do i have to pay for a bad home button on my iphone  ->  neg
969 - siri is kinda slow tho impressed it got my accent and commands first time out apple  ->  neu
970 - apple readyfor http t co m fqakyr  ->  neu
971 - meet siri your new iphone butler click the link and be amazed by all it can do http t co lvffdcel apple  ->  pos
972 - hey apple the sms full message is complete shit yes i m annoyed  ->  neg
973 - damn you apple for breaking wififofum it continued to work in ios was one of my most used apps damn apple s overbearing policies  ->  neg
974 - wow i am loving this new apple update for my touch coolness well done  ->  pos
975 - prjusto don t question the apple they will remember your dissent  ->  neg
976 - got the new apple update  ->  neu
977 - been on hold with apple customer service for minutes wow lt s like they re timewarnercable  ->  neg
978 - the takeaway from the apple earnings call even apple needs a new iphone release every months to stay competitive cc hblodget  ->  neu
979 - dropbox balked at acquisition by apple my apps thank them http t co vsypl xu  ->  neu
980 - need to update my apps my apple id is disabled don t know what to do apple appstore itunes siri assistant  ->  neu
981 - the great tech battle ft facebook amazon apple and more http t co ws lwwxy via fastcompany  ->  neu
982 - the battle of voice controlled ai platforms if they were mobile os ind same q s as in ie antitrust case in eu vlingo v google v apple  ->  neu
983 - bravo apple http t co bgotzj k  ->  pos
984 - you know you ve gone apple overboard when you misread a yelp review as ipad thai fb  ->  neu
985 - hailfire irvysan they are then apple happened and snatched siri so they could be douchebags and say it s ours  ->  neg
986 - thanks to apple covent garden geniusbar for replacing my macbook keyboard cracked wristpad during my lunch break today out of warranty  ->  pos
987 - video card on kimaris workstation died after just six months so long hp hello apple  ->  pos
988 - rt tomkeene thx instagram thx apple hypo d tri x http t co bppjwncp  ->  pos
None
NAIVE BAYES
DataTrain length:  3428
DataTest length:  988
Accuracy:  0.631578947368

Report:

             precision    recall  f1-score   support

        pos       1.00      0.10      0.18       163
        neg       0.99      0.31      0.48       316
        neu       0.58      1.00      0.74       509

avg / total       0.78      0.63      0.56       988


Confusion Matrix:

[[ 16   1 146]
 [  0  99 217]
 [  0   0 509]]
pos: nexus new iphone microsoft co http twitter android apple google
neg: siri google http rt co twitter ios iphone microsoft apple
neu: new nexus rt android apple microsoft google co http twitter

Predictions:
1 - if u need me just text me o wait u i wont get it cuz apple fucks me every time fuckingpissed  ->  neu
2 - fundingroadmap apple also knowing that this is no ending http t co q cbcue  ->  neu
3 - apple thanks for ios loving having my music breaking up like i m talking on a mobile cell phone bring back functional iosdonwgrade  ->  neu
4 - have never had such poor customer service at apple before what happened apple store w others http t co gklxmui  ->  neu
5 - would it kill apple to put a braille type bump on their earbuds so we know which bud is r and l in the dark  ->  neu
6 - apple http t co lkm jzin  ->  neu
7 - at the bus with my iphone thxx apple  ->  neu
8 - apparently fuzzball crashes on ios congratulations apple on another incompatible upgrade  ->  neg
9 - iphone s setup siri for your tweets http t co uecqhl k apple apple iphone siri  ->  neu
10 - the new apple find my friends app is great except the part where you have to log in everytime get back to me when this is changed  ->  neu
11 - yellowgate some iphone s users complain of yellow tint to screen http t co uaqrxtnk apple iphone s  ->  neu
12 - rt iancollinsuk apple have just announced they sold million phones this weekend incredible that recession continues to bite apple  ->  neu
13 - apple not likely to win appstore suit case against amazon http t co gncdgqsc  ->  neu
14 - once again getting great customer service from the apple store at millenia mall  ->  neu
15 - ios has one problem when i save someone in my contacts they don t show his nam becuz of the region apple apple  ->  neu
16 - imessage is here wid ios rip bbm cultofmac apple  ->  neu
17 - jane gazmaz hopefully it s a small bug apple must be fixing it right apple itjustworks  ->  neg
18 - removing all apple shit  ->  neu
19 - hey apple stop sending your automatically depreciate all iphones older than the s signal my iphone is dying rapidly processor wise  ->  neg
20 - what are we not buying enough ipads already apple give us a break while we learn to cope with a post steve apple http t co w gtxqz  ->  neu
21 - noticed how apple has added the like tweet icons on their page http t co pzonzec like facebook tweet  ->  neu
22 - the folks at apple are awesome so glad i a mactard  ->  neu
23 - amandbrar apple siri has worked for me less than of the time if service doesn t improve by monday i m returning my iphone s  ->  neu
24 - bored need a new intriguing app for my ipad any suggestions apple yyc gadget guy  ->  neu
25 - well apple seems b screwing iphone s resellars they still dont have s yet were promised similar ma bell s monopolistic prctices  ->  neu
26 - apple store towson waiting at genius bar huge crowd waiting for iphone s michaelmark nicolelil http t co x swech  ->  neu
27 - steve jobs tribute iphone s cases now available iphonecaseshttp t co hyuriiq stevejobstributecases ikaveri iamsrk apple  ->  neu
28 - mommy gaga win an apple ipod touch mommy gaga get the pampers hello world baby memories app http t co qeatnmpi pampershelloapps  ->  neu
29 - rt themacmob sprint verizon at t apple stores http t co zozr uuz  ->  neu
30 - stay hungry stay foolish steve jobs founder apple winningwithel  ->  neu
31 - had ma ipas not hours an i jailbroke it now its shagged itunes won t letme restore it apple sym  ->  neg
32 - you can make photo albums in the photos app with ios but can t password protect them um apple fix that quickly  ->  neu
33 - apple appstore ihelpline when r u going to provide the ability to password protect ipad email  ->  neu
34 - motoactiv methinks apple and maybe nike are already prepping lawsuits  ->  neu
35 - steve jobs biopic coming soon apple apple stevejobs http t co dxzba bg  ->  neu
36 - it took apple about years just to figure out how to properly syncronize an iphone wow ios  ->  neu
37 - my schedule is busy spend unquality time with att apple recover iphone again the mo mobile i get the mo immobile i is sync not  ->  neu
38 - the strangest things siri has said so far i am sooo glad that apple gave siri a sense of humor http t co twaeudbp via happyplace  ->  neu
39 - poll http t co gcrpukwf q r u pissed apple banned this video apple iphone s siri f ball  ->  neu
40 - this is what i have been waiting for rt apple the last big project steve jobs was working on was the new cranial insertion device implant  ->  neu
41 - samsung wants to ban apple iphone s in japan and australia http t co hwa twic smartphonewar  ->  neu
42 - hey apple do you wanna fix my fucking playlist order you piece of shit  ->  neg
43 - twitter buzz for best buy http t co sesentu rt acappellamedia oh sales guy bestbuy i m not selling or using any apple p  ->  neu
44 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co xjzalcs pampershelloapps  ->  neu
45 - new blog http t co encsf ju verizonwireless motorola google apple android droidbionic iphone s glte  ->  neu
46 - making the switch from android to apple iphone iphone s smartphone stevejobs apple store http t co kj pjvkh  ->  neu
47 - i have apple products  ->  neu
48 - hbogo apple why don t you play nice and let me use hdmi from ipad pretty lame  ->  neu
49 - good article about why apple fucked it all up with lion and their future http t co zndp vr fb  ->  neu
50 - i know a few others having same issue rt joelplane now on my second full charge of the day pissed apple  ->  neu
51 - ok apple your accessories policy is out of hand i need a powered line in to use the mic are you kidding me  ->  neu
52 - hey twitter and apple this is pretty dumb http t co kubkpo t  ->  neu
53 - apple good ipad  ->  neu
54 - video siri also gets angry http t co ku wx chrisvoss apple apple siri iphone s ai  ->  neu
55 - i wonder if the person who has apple is holding out for apple to buy it from them  ->  neu
56 - rt cbm lies apple the battery on this new iphone s is definitely not any better  ->  neu
57 - at the genius bar waiting apple store  ->  neu
58 - this rt bonkoif looks like apple did not appropriately project the resources needed for siri not very reliable  ->  neu
59 - hey apple androids releasing brand new state of the art phones whens your new phone come out what s that cont http t co sko l d  ->  neu
60 - dontbemadatmebecause android is by far better than apple  ->  neu
61 - apple my iphone is charging very slowly  ->  neu
62 - only thing ios has done is deleted my tiger woods game and made impossible to retrieve thanks apple  ->  neu
63 - awesome service from the apple store in pc thanks chris  ->  neu
64 - i love our apple imac even though i haven t seen my hubby in days now geek  ->  neu
65 - omg apple why the fuck did you delete all my music you dicks  ->  neu
66 - apple iphone please deliver my daughter s i s she is driving me nuts iphone  ->  neu
67 - apple what s the point of icloud wireless updates when ios now forces me to use the computer to charge my ipod touch now worstupdateever  ->  neu
68 - what was apple thinking making siri totally dependent on a network connection siri att utter frustration  ->  neu
69 - rt jimmcniel if apple does not resolve the siri network issues they will need to rename a great product to sorri who else is havin  ->  neg
70 - it s been hrs since i reported ups theft of my iphone and apple has done nothing no return call as promised nothing  ->  neg
71 - poll http t co wu esvt q should microsoft consider making its own hardware for windows like apple does microsoft windows appl  ->  neu
72 - hey guys at apple wtf is happening to iphone with ios suddenly fade to black and begin to vibrate continuously i had to reboot it  ->  neu
73 - apple can suck my dick gotta restore my ipad annoyed  ->  neg
74 - nansen apple i have not heard of that hubby had no problems i have not done it yet  ->  neu
75 - lol apple support playing mary j blige during the wait time  ->  neu
76 - alexlindsay my wife upgraded her iphone i think siri alone is worth the upgrade looking forward to apple continuing to enhance siri  ->  neu
77 - apple cu  ->  neu
78 - cbm lies apple the battery on this new iphone s is definitely not any better check settings times more app usage in ios  ->  neu
79 - rt techhamlet thank you steve a song created for steve jobs http t co vtx zjf via techhamlet azrmusic apple stevejobs apple  ->  neu
80 - fabi m not that i know of i think it is only on ios should get apple to make a desktop app  ->  neu
81 - apple buried the ability to manage newsstand subscriptions under app store settings this is inconvenient at best  ->  neu
82 - hey apple pretty much all your products are amazing you blow minds every time you launch a new gizmo that said your hold music is crap  ->  neu
83 - waiting patiently for me at the apple store badog http t co nafaexuh  ->  neu
84 - twitter returns a error when we try to post the link to apple support community detailing how to turn off auto renewal subscriptions  ->  neu
85 - evolution of apple ads http t co qtoqoz thesavoia stevejobs tech art  ->  neu
86 - iphone s siri doesn t work for shit apple  ->  neu
87 - apple airdrop fail immediate declined your request every time  ->  neu
88 - in front of the apple store so many blue shirts i feel like i m at a smurf reunion iphone s  ->  neu
89 - der icloud i hate u and i hope you die you are the worst fucking invention in the world fuck youuuuuuuuuuuu icloud apple stevejobs  ->  neg
90 - this good here iphone will do me very well today thanks to the gods that are apple  ->  neu
91 - twalve apple you know the issues they have with dst and alarms p  ->  neg
92 - if you ve been struggling to get hold of me i m back online with a new iphone thanks apple  ->  neu
93 - courtneytaylor apple did you get a s  ->  neu
94 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co fnbknwmj pampershelloapps ends  ->  neu
95 - as tribute to steve apple i d consider renaming siri to steve he ll get your jobs done forever remembered for his legacy  ->  neu
96 - rt joelburns dear apple it s me again thank for beautiful new ios features but i miss some of the old ones lk making calls texts  ->  neu
97 - apple why do i have to have apps i am updating in their original folder location that was painful  ->  neg
98 - impressive service apple genius bar metro centre power cable replaced free n booked in for screen replacement for free d  ->  neu
99 - paulbentleymelb apple i think they call that profit making genius  ->  neu
100 - go big or go home apple users here are some apps that make your s iphone s s super http t co t bqyim via mashable ms  ->  neu
101 - sorry apple but imessage will never be what bbm is disappointed  ->  neu
102 - lmao i think apple is onto something magical i am dying haha siri suggested where to find whores and where to hide a body lolol  ->  neu
103 - apple your simply the best  ->  neu
104 - attending mobilemem listening to james kelley from apple  ->  neu
105 - i used to be with blackberry over yrs after all the disruptions and lost gigs thx to their service im moving to apple iphone  ->  neu
106 - apple unhappy again with service product quality won t buy apple again  ->  neu
107 - blackberry does take better quality photos than apple iphone though i give them that photograherseye  ->  neu
108 - apple very disappointed hogwarts not choice on world clock on iphone  ->  neu
109 - said to have laid out the next years apple jobs last iphone is not the iphone s iphone g is magical http t co dxxklubp  ->  neu
110 - he asked siri where s the hoes at she told him where the nearest escorts were i love apple  ->  neu
111 - i m suspecting apple timed the health decline of my iphone perfectly with the iphone s release my battery is seriously ailing  ->  neg
112 - boy could apple make it any harder to put my purchased music from the cloud on to my new macbook pro you must authorize this computer  ->  neu
113 - samsung seeks iphone s ban in japan and australiapatent war intensifies with injunction sought against apple http t co qmwjtvnk  ->  neu
114 - siri keeps trying to send me to escort services is that legal apple  ->  neu
115 - correction best buy kudos to chris alamo ranch s a tx fixed issues couldn t resolve after day w att apple hero of my day  ->  neg
116 - apple so i went to the th ave store and was told i could wait about hours to get a s needless to say i m back at the hotel relaxing  ->  neu
117 - goodbye evernote welcome notesinthecloud thx apple  ->  neu
118 - or hide it rt lucasblack dear apple re newsstand don t advertise magazines for free they re not free alsoallow us to remove the app  ->  neu
119 - u know the apple company are giving out ipads because steve jobs past away  ->  neu
120 - hi apple household has iphones ipads minis apple tv airports timecapsule whats a usable iphoto sharing setup cc maddox  ->  neu
121 - loving ios awesome apple  ->  pos
122 - gone for a run beautiful morning man do i love ios apple iphone  ->  neu
123 - great post on the upcoming great tech wars of amazon apple google facebook http t co oseqht w via cbillich  ->  neu
124 - turns out my computer isn t as fixed as it is meant to be fuck you apple i m going back to your genius bar to complain annoyed  ->  neu
125 - thank you apple for your innovations exhibit a guy playing with facetime instead of watching game at sports bar http t co ou k ge  ->  neu
126 - dear apple yesterday you sucked today you re awesome thanks lp apple store crash and burn mich ave store  ->  neu
127 - rt reddeersteph joelplane apple i hear you i ve had trouble with my now i ve even turned down brightness andshuttingdownru  ->  neg
128 - check this video out moe plays live on ipads video dedicated in memory of stevejobs http t co xsiydnqu ipad mac apple brilliant  ->  neu
129 - the battle of voice controlled ai platforms if they were mobile os ind same q s as in ie antitrust case in eu vlingo v google v apple  ->  neu
130 - the takeaway from the apple earnings call even apple needs a new iphone release every months to stay competitive cc hblodget  ->  neu
131 - apple why does iphone plus ios equal half the battery life  ->  neg
132 - keke blackberry apple haha i know so sad  ->  neu
133 - apple why don t you have a wireless remote for keynote presentations w a macbook air nobody wants to see the pith man navigate w a iphone  ->  neu
134 - overall i am a fan of the iphone s however my siri has issues connecting to the network apple  ->  neg
135 - my friend bm found this article on the ios battery drain problem http t co zmx fkd apple  ->  neu
136 - good or bad results for apple depends on who you ask apparently http t co ydh ffxe  ->  neu
137 - i love apple service my case has cracked x and i go in and they hand me a case and i walk out  ->  neu
138 - rjakesuk mine is past the warranty and i don t have applecare ios apple  ->  neu
139 - dear apple your staff at the little rock store answered my first questions with i don t know they weren t hard questions  ->  neu
140 - save me from hp s unwanted os help me buy an iphone i have seen the light lol http t co gup acz backchannel apple  ->  neu
141 - rt deb lavoy the nice guy at the apple store replaced my phone gratis when i showed him the hairline crack on the screen thanks apple  ->  pos
142 - a must read article on fastcompany about apple facebook google and amazon technology war in http t co nxc wo s  ->  neu
143 - after being on hold with apple for the last mins i really like their music selection of on hold music white stripes ray lamontagne  ->  neu
144 - rt cjwallace so apparently apple put mb cap on your sms with the new update mb storage before it tells you your inbox is full w  ->  neg
145 - dear applecongratulations i am suing my insurance company and you just managed to make it to the top of my shit list ineedthosepictures  ->  neu
146 - incredible million iphone ss in days better than the iphone http t co fmjxtmm apple iphone s  ->  neu
147 - samsungmobileus apple would disagree with you right now  ->  neu
148 - i hate you apple for not sending toledooh bestbuy any iphone for verizon even after i pre ordered  ->  neu
149 - fashionnoguilt haha tomorrow should be less hectic too cause everyone and their moms was at the apple store today  ->  neu
150 - nd apple genius apptment running late nd day in row for nd dodgy ipod you make mega hire some staff  ->  neu
151 - what s up with apple stock going up after stevejobs death apple applestock  ->  neu
152 - why apple so valuable good analysis of trended profits ios vs microsoft comparing the bottom lines http t co k qst r via asymco  ->  neu
153 - blogger loves apple iphone my blogpost finally done through iphone apps  ->  neu
154 - siri on apple iphone s can allow unauthorized access to texts and emails even when the phone is locked http t co q dlt  ->  neu
155 - yeah apple is updated planking photos lmaoo http t co iusxjjdq  ->  neu
156 - rt triplingo we re one of a few featured education apps on the apple website today sweet http t co ywvbe z  ->  neu
157 - apple has lunched its new os iso  ->  neu
158 - iphone s mp camera its a sony http t co biqbehtb sony apple apple iphone s cameras  ->  neu
159 - apple by far the best ipod and first time iphone ever good job guys  ->  neu
160 - fishmama if you made a purchase just wait for the apple survey hate going b c of the bad custserv  ->  neg
161 - apple sells million iphones in days apple keep doing what you are doing because you are doing it well http t co zzc be w  ->  neu
162 - on hold for another half hour phone is ringing but no one is picking up apple you stink  ->  neg
163 - dear apple contacts you are terrible i just cleaned duplicates for hours and they magically reappeared fix it  ->  neg
164 - rt travisdommert is leaving steve s photo on the apple home page what he would really want in his honor let s get back to innovati  ->  neu
165 - reddclay well then p s did you respond so fast because of apple s ios  ->  neu
166 - when you want something done right you do it yourself or go to apple at t you re useless these days yourdaysarenumbered  ->  neu
167 - now on my second full charge of the day pissed apple  ->  neu
168 - total chaos at apple store regent street like an ethiopian feeding station can t believe this is same co that makes all that cool shit  ->  neu
169 - asimrang apple umber the podcasts feature works just fine music purchasing is straight forward what else do you want  ->  neu
170 - but seriously apple finance me a damn phone you greedy bastards or santa get your jolly ass in gear and get us a s white plz  ->  neu
171 - hilarious youtube video guy does a duet with apple s siri pretty much sums up the love affair http t co exbnqjy  ->  neu
172 - apple you can suck it you and your fucking iphones better be glad it s all i like cause the service is fucking terrible  ->  neg
173 - appleupdates success stories iphone ipad now been on phone to apple mins ipad will not wasting my time apple replaceit  ->  neu
174 - a brick n mortar google store coming soon to london us next copying apple business model http t co l vthsv  ->  neu
175 - apple store to get my phone fixed ppl lined up for s http t co auhqlivy  ->  neu
176 - ios needed to include a landscape mode for reminders apple  ->  neu
177 - flowers apples shower the santa monica apple store in honor of stevejobs http t co xgf gms  ->  neu
178 - iphone s in space http t co gloaxhle via youtube nasa apple  ->  neu
179 - i wish my ipod had a feature when it s on the dock to scroll the artist album and song title in huge font across it apple  ->  neu
180 - apple your service experience is really fucking slipping except for cute eyelash batting girlies apple store http t co dohdenmg  ->  neg
181 - in case you were curious like me iphone s which apple iphone is best for price features http t co d lonczc apple healthit ehr  ->  neu
182 - rjpittman why you won t use your apple account  ->  neu
183 - apple is profiting a min of per s they sold million this weekend that s another billion to apples coffers worldrecession  ->  neu
184 - learmonth cue improves imessage engages apple content partners customers better http t co hhkvlwfb with social activity messaging  ->  neu
185 - fastcompany the great tech war of apple facebook google and amazon duking it out http t co hxsalzpv via aderricks  ->  neu
186 - win an apple ipod touch from mommy gaga get the pampers hello world baby memories app http t co aap stht pampershelloapps  ->  neu
187 - rt carlmilner rt petapixel iphone s vs canon d mark ii a side by side comparison of p hd video http t co qmymiv z  ->  neu
188 - rhiannaraee hanging apple in tacoma listening to the beatles  ->  neu
189 - beeethree i am aye i wasn t apple  ->  neu
190 - rt jdougyj hey apple do you wanna fix my fucking playlist order you piece of shit  ->  neg
191 - apple or microsoft buying out rim  ->  neu
192 - how i manage my businesses life pivotaltracker signals twitter googleapps apple dropbox wordpress dreamhost thx  ->  neu
193 - i update to ios and lose everything on my phone and it wont let me sign into my itunes account thanks apple  ->  neu
194 - i m a current blackberry user little bit disappointed with it should i move to android or apple iphone  ->  neu
195 - apple fan eric holder spotted at the genius store http t co ftlttlpn  ->  neu
196 - asimrang apple umber the desktop app is wack though  ->  neu
197 - apparently apple genius training doesn t extend to clocks service they re half an hour late for my appointment and couldn t let me know  ->  neu
198 - apple loving the new ios upgrade for the iphone  ->  neu
199 - loving new technology from apple iphone s mac air and icloud are unreal technology  ->  neu
200 - california governor jerrybrown declares today stevejobsday in his state music video tribute http t co mnr hix mashable cnet apple  ->  neu
201 - oops apparently apple is some handle squatter tweetbarassment  ->  neu
202 - the nice apple tech support guy fixed my itouch d  ->  neu
203 - apple why don t you guys test your upgrades before you put them out hrs u guys wasted of my time yesterday thanks  ->  neu
204 - iphone can you please make the battery last longer thanks apple  ->  neu
205 - damn it apple whatchu done to my phone  ->  neu
206 - people are waiting in line apple for phones at on a tuesday don t you people have jobs no pun intended  ->  neu
207 - notes for jobs apple store in palo alto downtown http t co bjjfq h  ->  neu
208 - tell how steve jobs apple changed your life and will be donated to pancreatic cancer research pancan pan act http t co bwzganje  ->  neu
209 - wisconsin mommy apple i d totally email the company i always get great service at our apple store  ->  neu
210 - rt tomkeene thx instagram thx apple hypo d tri x http t co bppjwncp  ->  neu
211 - thx instagram thx apple hypo d tri x http t co d eejhbt  ->  neu
212 - how the community saw stevejobs most community icelebrates steve jobs http t co jjrwivmc apple  ->  neu
213 - ios is nice and as it had to be thanks apple  ->  neu
214 - robcollingridge apple google and with a url that works http t co vgsf q  ->  neu
215 - nascarwriter right where i left it last week iphone s apple apple http t co ksjh bas  ->  neu
216 - just downloaded ios it s better than i expected thankyou apple  ->  neu
217 - i just sent my grandma a post card using my cardsapp thanks apple  ->  neu
218 - gotta say the apple itouch iphone shuffle etc sound quality is awful painfully crap its been a downgrade from sony sound quality wise  ->  neg
219 - hell yes got my contacts back thanks apple  ->  neu
220 - coatgal apple paul had a chat with an advisor explained the problem cost repair but wait for it drumroll  ->  neu
221 - rt iancollinsuk apple have just announced they sold million phones this weekend incredible that recession continues to bite apple  ->  neu
222 - can this ho siri update your tweets cc apple iphone news  ->  neu
223 - breakingnews gizmodo reports apple iphone s sold over million over the weekend truestory http t co bej s a  ->  neu
224 - dear apple i had to turn off all those awesome featured you just enabled data plan can t handle it mb of data just because  ->  neu
225 - apple why isn t my itunes updating i just wanna update my iphone to ios then itunes says that it needs to update to do it then fails  ->  neg
226 - see apple that what s happen when you release iphone s with same crappy design as the old phone  ->  neu
227 - hello again iphone thank you apple although this should have never broken in the first place tsk  ->  neu
228 - wtf apple pages for the new terms conditions when u update ur apps from the itunes store do u really think we ll read em really  ->  neu
229 - rt timjwdowning ios is a great system but it s taken all day to download apple  ->  neu
230 - azee v apple umber better file info easier to get to duplication of files when importing categorizing files  ->  neu
231 - the iphone update has segregated my contacts between iphone users and non iphone users they just had to call out those non users apple  ->  neu
232 - rt herahussain rickysinghpt got a new backside for my eye phone v impressed with apple  ->  neu
233 - any chance apple will release good headphones that dont blast music outside the ears iphone ipod its quite obnoxious  ->  neu
234 - can someone plz explain to me whhyy apple is only distributing phones per day to the sprint stores i m really http t co uf tak f  ->  neu
235 - rt talkyo ish dear apple can we get some afro american emoticons management  ->  neu
236 - another great james stewart story in today s ny times about importance of architecture in apple retail success http t co kniz s  ->  neu
237 - asimrang apple umber when you upgrade to ios there is a section in app store which lets you download anything you have purchased before  ->  neu
238 - smashed yet another iphone screen when are apple gonna make the phone more durable tired of fixing it myself  ->  neu
239 - one would think the voice recognition on the apple tech support line would work a little better  ->  neu
240 - has been on terminal hold with apple support she must not be the only person having trouble with the new iphone and synching  ->  neu
241 - apple just got the new ios upgrade with imessage good luck surviving now blackberry  ->  neu
242 - rt petapixel iphone s vs canon d mark ii a side by side comparison of p hd video http t co qmymiv z apple wow  ->  neu
243 - it s a good thing apple has not came out with an icar because i would be in line for one and im sure it would be expensive  ->  neu
244 - love my new i s apple updates just when i think it can t get any better somehow it simplifies my life more that s right it s an apple  ->  neu
245 - speechtrans http t co tw szx on apple app store listed as the best bi directional speech to speech translator posts on twitter  ->  neu
246 - apple ios on iphone causes camera apperature dilation problems freeze  ->  neg
247 - too many companies don t have apple management sec vid http bit ly pwlpgq entrepreneur startup scalecomputing pioniq  ->  neu
248 - too bad i m not an apple junkie icloud apple ios  ->  neu
249 - thanks to apple my new imac is a brick i cannot re install lion and i cannot purchase it because it was installed by the former owner  ->  neu
250 - ios apple  ->  neu
251 - jhoodmartin rolandsmartin yes salute to steve jobs and apple i m tweeting and you are watching on the ipad let s go schaub time to lead  ->  neu
252 - this does not bode well after charging all night my apple iphone s has battery after only hr off charger with no calls light use  ->  neu
253 - bouquet for jobs apple store nagoya http t co pmecxpug  ->  neu
254 - rygurl you need an apple iphone s with siri  ->  neu
255 - rt ajrogers purdie rogers tribute to stevejobs and apple we spray painted the macintosh plus w http t co omxjhzh  ->  neu
256 - i m wit chu shaydiddy officially boycotting ups calling apple to curse them out next for using them wasting my time  ->  neu
257 - tomcolontonio apple epicfail  ->  neg
258 - i am so done with att and apple s profitering and lack of customer service so fucking down with both  ->  neg
259 - coatgal had a really interestng experience up in the apple store though paul was with me up there faulty iphone but out of warranty  ->  neu
260 - principal global players will be active in every market amazon apple kobo mikeshatzkin http t co ndxcmo dbw metacon  ->  neu
261 - novatyler i lost a lot that i paid for apple wordswfriends etc nothappy oh well poop happens  ->  neu
262 - from which companies do you experience the best customer service aside from zappos and apple  ->  neu
263 - rt ajrogers purdie rogers tribute to stevejobs and apple we spray painted the macintosh plus w http t co aldictd  ->  neu
264 - hey apple i know steve jobs died all but my twitter for ipad app keeps crashing fix it now please lol f light  ->  neu
265 - proof that my dad loves my sis more rt annacorinne woke up to my dad at my door w my new iphone he surprised me went to apple  ->  neu
266 - if i was apple i d publicly denounce and file suit against nuance then buy em on the cheap siri  ->  neu
267 - siri now knows who my dad mom brother and girlfriend is thanks apple  ->  neu
268 - i love apple i love my phone but ever since this damn update my texts keep saying they re full when there are none that s a problem  ->  neu
269 - come to the dark side gretcheneclark hey apple if you send me a free iphone i will publicly and ceremoniously burn my blackberry  ->  neu
270 - so i am using my work pc never ever to get a feel for it it has the worst speakers ever apple you have spoiled me imamac  ->  neu
271 - steve jobs unconventional leadership secret acc smartbrief http t co cy vxrnf apple sm hr nehra  ->  neu
272 - rt djtrebel fail i guess apple didnt notify these clowns that the iphone isnst out yet http t co ycdnt b  ->  neu
273 - create new folders from within your photo album in ios finally thanks apple that s been a thorn in my side for a while newfeature  ->  neu
274 - apple wow motorola just crushed your dreams  ->  neu
275 - bestbuy or apple to purchase my imac ipad and printer studentdiscounts  ->  neu
276 - comparing the apple blackberry apps interfaces can anyone imagine how blackberry could have done worse sadreally  ->  neu
277 - also ericgreenspan don t forget apple stop closing the app store after each bloody purchase  ->  neu
278 - bkad than apologize to apple  ->  neu
279 - apple your new save a version function in pages is absolutely the most awful interrupting counter intuitive piece of crap in the world  ->  neu
280 - apple hits samsung in court again http t co l brf yb  ->  neu
